agent0_color_g,agent2_model,agent1_location_x,agent1_model,agent0_heading,agent3_color_b,agent3_color_g,agent1_distance,class
41,BISON,-370.3630089,BLISTA,313.6170123,57,58,31.90368727,p5c
231,BOBCATXL,-371.9705987,ASEA,323.2423953,107,107,30.09746865,p5c
146,BLISTA,-371.036734,JACKAL,319.9279817,226,226,31.1467055,p5c
160,BLISTA,-371.5566682,BLISTA,316.9467254,20,23,30.56253246,p5c
255,JACKAL,-370.7266717,PATRIOT,322.3365576,139,156,31.49508197,p5c
150,BALLER,-369.9909409,GRANGER,320.0020415,151,151,32.32174182,p5c
72,DOMINATOR,-371.2429521,JACKAL,324.4066102,142,171,30.91500737,p5c
31,BLISTA,-369.5527116,ORACLE,329.1788572,55,58,32.81414169,p5c
251,ORACLE,-370.7695747,DOMINATOR,315.9019209,39,39,31.44687726,p5c
35,BLISTA,-370.9155045,GRANGER,319.5134983,255,255,31.28291475,p5c
25,BISON,-370.7105274,NINEF,327.0803885,240,240,31.51322128,p5c
205,DOMINATOR,-371.9893179,BOBCATXL,316.2279484,107,107,30.07643724,p5c
177,PATRIOT,-370.8596333,PRANGER,323.521953,240,240,31.34568989,p5c
37,GRANGER,-370.518195,NINEF,311.5983112,142,160,31.7293222,p5c
107,BLISTA,-370.2234349,BOBCATXL,312.878936,74,131,32.0605116,p5c
110,DOMINATOR,-371.1808731,PATRIOT,317.7433095,255,255,30.98475655,p5c
72,BALLER,-370.4017598,ORACLE,325.6687436,255,255,31.8601472,p5c
155,BLISTA,-371.3270672,ASEA,331.2041486,247,247,30.82049962,p5c
174,ORACLE,-369.641279,BALLER,314.0182676,240,240,32.71462563,p5c
171,BALLER,-370.1981201,ORACLE,312.9950653,207,207,32.08895514,p5c
215,NINEF,-371.5761424,PRANGER,322.714978,56,56,30.54065245,p5c
176,BLISTA,-370.1962792,BALLER,324.5115032,255,255,32.09102362,p5c
211,JACKAL,-370.6064348,BOBCATXL,311.6694606,145,145,31.63017743,p5c
58,ORACLE,-370.5935408,PRANGER,312.3411596,207,210,31.64466491,p5c
237,ASEA,-370.8922954,NINEF,322.2711604,22,22,31.30899171,p5c
211,GRANGER,-370.7907561,PATRIOT,313.8725652,101,177,31.42307832,p5c
43,BLISTA,-371.6258113,BLISTA,331.2102442,223,223,30.48484756,p5c
59,ASEA,-370.9455318,PATRIOT,324.1400772,38,51,31.2491771,p5c
255,ASEA,-370.7922005,PRANGER,318.2490784,49,75,31.42145548,p5c
146,ORACLE,-369.5206763,BALLER,318.3389307,192,194,32.85013723,p5c
190,DOMINATOR,-369.3360397,JACKAL,317.1364354,201,201,33.05759942,p5c
63,NINEF,-370.5552044,ORACLE,326.6835773,103,156,31.68773901,p5c
27,JACKAL,-370.9432818,ASEA,329.6204497,41,48,31.25170504,p5c
251,BALLER,-371.7396108,ASEA,318.2821775,153,153,30.35698982,p5c
55,BLISTA,-370.6037382,BISON,330.4839014,122,122,31.63320738,p5c
20,ORACLE,-371.5391265,PRANGER,328.242975,255,255,30.58224128,p5c
246,BISON,-370.2267759,NINEF,315.9441935,26,26,32.05675768,p5c
150,BALLER,-371.917213,GRANGER,323.592537,255,255,30.15744871,p5c
255,ASEA,-371.8915133,DOMINATOR,313.3945216,31,31,30.18632299,p5c
228,BISON,-371.052258,DOMINATOR,330.0588694,62,62,31.12926328,p5c
57,GRANGER,-369.7028355,JACKAL,322.8587929,100,117,32.64545977,p5c
255,BUFFALO,-370.2694157,DOMINATOR,315.7256294,230,230,32.0088478,p5c
255,BALLER,-371.6670064,GRANGER,312.0660859,37,37,30.43856331,p5c
182,ASEA,-369.2492664,JACKAL,325.4298831,181,181,33.15510047,p5c
194,BALLER,-370.2347475,ASEA,323.2999337,172,172,32.04780074,p5c
233,ASEA,-370.1759901,PATRIOT,321.8859604,96,96,32.11382041,p5c
233,NINEF,-371.1305235,ASEA,320.0676098,16,16,31.04132731,p5c
200,PATRIOT,-370.7070188,BISON,319.713935,248,248,31.51716344,p5c
92,BUFFALO,-370.8918521,BALLER,329.6837371,144,147,31.30948987,p5c
207,PRANGER,-370.0163788,GRANGER,313.5446687,101,230,32.29315967,p5c
231,BUFFALO,-371.2114683,NINEF,316.4907831,130,130,30.95038113,p5c
232,BLISTA,-370.9663561,BOBCATXL,324.3744802,29,31,31.22577956,p5c
48,PRANGER,-370.1360992,PRANGER,331.1283766,233,233,32.15864167,p5c
148,BALLER,-370.231482,ASEA,314.5012627,15,15,32.05146986,p5c
131,BUFFALO,-371.4838963,DOMINATOR,328.2801209,72,90,30.64429477,p5c
86,BLISTA,-370.9553273,ORACLE,323.3034326,91,91,31.23817117,p5c
103,JACKAL,-371.5986463,BOBCATXL,326.5267757,122,122,30.51536847,p5c
34,GRANGER,-370.4720519,DOMINATOR,319.5739813,172,172,31.78116785,p5c
170,ORACLE,-371.2483215,BUFFALO,311.3414144,255,255,30.90897452,p5c
255,BOBCATXL,-370.5467155,PATRIOT,330.1619056,45,45,31.69727699,p5c
164,NINEF,-369.9283419,JACKAL,320.728987,108,108,32.39207838,p5c
174,PATRIOT,-370.1826287,ORACLE,323.3215459,130,209,32.10636124,p5c
124,PATRIOT,-371.9649928,BUFFALO,331.1171557,242,242,30.10376697,p5c
225,BLISTA,-369.6157216,BOBCATXL,311.3618662,116,153,32.74334243,p5c
33,JACKAL,-370.2768182,BISON,330.6006384,120,120,32.0005304,p5c
64,BISON,-371.5415784,DOMINATOR,313.7594155,161,186,30.57948647,p5c
136,BUFFALO,-370.9555683,PATRIOT,331.1305607,114,114,31.23790041,p5c
160,BALLER,-370.7601055,GRANGER,326.895369,150,150,31.45751657,p5c
187,PRANGER,-371.9680964,NINEF,328.3375183,108,108,30.10028008,p5c
239,BUFFALO,-369.8693025,BOBCATXL,323.3476584,164,170,32.45841547,p5c
183,NINEF,-370.8496706,GRANGER,322.4279815,139,149,31.35688373,p5c
155,DOMINATOR,-369.6464008,BISON,311.5610708,177,177,32.70887073,p5c
255,BUFFALO,-370.1681609,JACKAL,330.0756626,156,156,32.1226172,p5c
165,BLISTA,-371.6217865,DOMINATOR,325.3555913,255,255,30.48936957,p5c
185,DOMINATOR,-370.8088102,BUFFALO,317.0103903,174,175,31.40279323,p5c
83,BLISTA,-370.6405316,PRANGER,316.2825936,86,86,31.59186697,p5c
47,BLISTA,-369.7672924,JACKAL,316.0976057,206,206,32.57303516,p5c
255,BISON,-370.3268897,JACKAL,321.0296065,221,221,31.94427041,p5c
46,ASEA,-370.2882442,ORACLE,322.9489928,38,38,31.98769226,p5c
248,ORACLE,-369.8168158,GRANGER,330.0705888,213,214,32.51739005,p5c
36,PATRIOT,-371.3010852,BISON,322.4318018,170,178,30.84969179,p5c
231,BLISTA,-370.691759,JACKAL,323.2304218,253,253,31.53430909,p5c
255,BLISTA,-370.926702,BUFFALO,316.616081,255,255,31.27033364,p5c
42,ASEA,-369.9499813,BISON,316.3475944,96,96,32.3677642,p5c
62,JACKAL,-371.9349824,BALLER,325.4118337,178,195,30.13748438,p5c
103,NINEF,-371.2345261,BALLER,314.4121102,214,214,30.92447445,p5c
47,BLISTA,-370.7125879,JACKAL,328.3298043,122,73,31.51090616,p5c
94,JACKAL,-371.5216481,BUFFALO,322.6069379,27,29,30.60187899,p5c
206,PRANGER,-371.2039886,JACKAL,321.5325315,255,255,30.95878501,p5c
200,GRANGER,-371.7527298,PRANGER,319.3380541,255,255,30.34225016,p5c
206,PRANGER,-371.4904298,ORACLE,316.9804702,158,201,30.63695413,p5c
255,PATRIOT,-370.0132343,BALLER,316.0232095,36,36,32.29669291,p5c
72,ASEA,-370.0542014,GRANGER,313.5059356,250,250,32.25066206,p5c
255,JACKAL,-370.6589195,BISON,313.3719397,85,158,31.57120681,p5c
39,BLISTA,-370.9883075,BISON,313.0814935,239,239,31.20111571,p5c
57,ORACLE,-371.9360099,ORACLE,326.0132251,23,23,30.13632999,p5c
172,PATRIOT,-371.4325879,BLISTA,311.7769896,239,239,30.70194202,p5c
186,BALLER,-371.2315501,BALLER,312.0271654,53,53,30.92781812,p5c
134,GRANGER,-370.8447764,BOBCATXL,311.5674566,146,114,31.36238263,p5c
190,ASEA,-371.8153949,PRANGER,318.0615247,39,39,30.2718441,p5c
73,BUFFALO,-370.8215103,PATRIOT,322.6924031,92,92,31.38852375,p5c
255,BLISTA,-370.3806735,ASEA,323.5966477,122,125,31.88383948,p5c
116,JACKAL,-371.8749247,GRANGER,323.2547649,35,35,30.20496069,p5c
213,ASEA,-370.9771217,PATRIOT,318.6471808,233,233,31.21368377,p5c
172,DOMINATOR,-370.8095333,BALLER,312.7297322,120,125,31.40198079,p5c
181,BLISTA,-371.0335838,BOBCATXL,318.3956907,44,44,31.15024496,p5c
59,NINEF,-371.885052,BOBCATXL,326.6852692,255,255,30.19358239,p5c
159,ASEA,-371.0046728,PATRIOT,312.6018906,239,239,31.18272825,p5c
255,PATRIOT,-371.8088023,NINEF,330.3477112,234,234,30.27925103,p5c
223,BISON,-371.257714,ORACLE,316.5601911,51,51,30.89842163,p5c
140,PATRIOT,-371.9776031,JACKAL,316.8926354,122,122,30.08959907,p5c
203,PATRIOT,-369.718959,BOBCATXL,313.118439,255,255,32.62734315,p5c
116,PRANGER,-370.850283,PATRIOT,319.1856572,216,216,31.35619562,p5c
120,BLISTA,-370.2460758,ORACLE,313.546338,119,167,32.03507233,p5c
85,PRANGER,-370.0651656,BALLER,322.2451412,123,132,32.2383427,p5c
209,BLISTA,-371.7529735,GRANGER,325.8392696,226,228,30.34197643,p5c
18,BALLER,-370.2740783,PRANGER,330.5511392,255,255,32.00360891,p5c
40,JACKAL,-371.0786411,BLISTA,313.1101063,255,255,31.09962021,p5c
183,ORACLE,-371.4571132,BUFFALO,328.5317479,68,68,30.67438682,p5c
64,DOMINATOR,-370.4934034,PRANGER,318.8107813,55,55,31.75717758,p5c
111,ASEA,-370.7028984,BOBCATXL,317.7839572,78,78,31.52179309,p5c
201,JACKAL,-370.9292003,PATRIOT,323.3058864,0,0,31.26752659,p5c
82,JACKAL,-370.2855397,PRANGER,313.4710094,80,170,31.990731,p5c
151,BALLER,-370.3449314,ASEA,316.7679554,49,49,31.92399894,p5c
28,NINEF,-371.6824122,JACKAL,321.6023337,121,122,30.42125436,p5c
140,PATRIOT,-370.3032867,ORACLE,320.2175691,201,201,31.97079054,p5c
99,BALLER,-370.1875147,PRANGER,312.3538684,133,135,32.10087132,p5c
196,NINEF,-371.9353065,BOBCATXL,321.2777752,116,116,30.13712019,p5c
86,BLISTA,-371.8520966,NINEF,315.5073983,100,130,30.23060862,p5c
87,BUFFALO,-371.5073847,DOMINATOR,329.5384238,23,23,30.61790449,p5c
176,PATRIOT,-371.4527742,BISON,315.5987992,206,207,30.67926181,p5c
142,DOMINATOR,-370.11188,BUFFALO,314.0288039,128,123,32.18585436,p5c
130,BLISTA,-371.2778635,PRANGER,318.5604924,40,40,30.87578257,p5c
184,BUFFALO,-371.9526858,GRANGER,312.0488147,158,161,30.11759416,p5c
131,BLISTA,-370.737339,GRANGER,327.7935646,57,57,31.48309644,p5c
59,PATRIOT,-370.9900467,NINEF,318.0168721,22,78,31.19916163,p5c
166,ASEA,-370.967352,ORACLE,325.7580781,177,173,31.22466057,p5c
41,BLISTA,-370.3690954,BUFFALO,318.0225103,101,101,31.8968485,p5c
147,BALLER,-371.2009157,BISON,314.323148,156,154,30.96223758,p5c
118,BOBCATXL,-371.1171386,PRANGER,316.7066051,106,106,31.05636604,p5c
70,NINEF,-369.788985,JACKAL,324.995016,212,212,32.54866111,p5c
198,BLISTA,-370.8443136,BLISTA,325.5664414,56,64,31.36290268,p5c
166,ORACLE,-370.8212111,PRANGER,329.645297,108,108,31.38885999,p5c
187,BALLER,-371.8948796,ORACLE,316.8162115,255,255,30.18254084,p5c
152,PATRIOT,-371.8007821,NINEF,326.7023135,208,208,30.28826192,p5c
194,BUFFALO,-371.2895124,BISON,322.3515845,117,122,30.86269445,p5c
89,BUFFALO,-370.9558569,BOBCATXL,327.6857057,45,47,31.23757606,p5c
120,BLISTA,-369.9380146,BLISTA,313.0559289,92,179,32.38121003,p5c
255,ASEA,-371.5596651,PRANGER,329.7474917,47,101,30.55916531,p5c
255,BUFFALO,-370.8136624,BUFFALO,327.4543939,229,229,31.39734142,p5c
216,BLISTA,-371.8086402,NINEF,319.5545682,215,215,30.27943311,p5c
90,BUFFALO,-369.4849333,BALLER,327.6629101,59,59,32.89029884,p5c
78,BALLER,-371.0666148,NINEF,317.1418649,56,56,31.11313258,p5c
192,BLISTA,-371.9457029,ORACLE,318.9981766,255,255,30.12543968,p5c
200,ORACLE,-371.6682485,JACKAL,318.4983862,255,255,30.43716771,p5c
146,NINEF,-371.2065428,DOMINATOR,315.5200775,118,208,30.95591516,p5c
121,GRANGER,-370.2736733,DOMINATOR,325.6260849,153,153,32.00406396,p5c
27,BUFFALO,-371.6532201,BISON,319.2011603,168,163,30.45405276,p5c
169,ASEA,-369.5639976,BOBCATXL,319.3119266,225,226,32.8014605,p5c
207,BUFFALO,-369.9860836,BUFFALO,323.3672439,198,208,32.32719947,p5c
34,PRANGER,-370.5284894,JACKAL,326.1068655,245,245,31.71775551,p5c
235,PATRIOT,-371.3961877,ORACLE,319.2812419,172,172,30.74283934,p5c
215,BALLER,-371.0041055,BUFFALO,314.7896859,151,151,31.18336572,p5c
169,NINEF,-371.5504259,GRANGER,318.4310571,167,167,30.569546,p5c
225,DOMINATOR,-372.0151492,BOBCATXL,321.9104695,129,129,30.04741526,p5c
153,BISON,-370.139432,JACKAL,320.5515986,105,105,32.15489704,p5c
200,BUFFALO,-370.5832884,BISON,317.3193445,190,191,31.65618435,p5c
13,BLISTA,-370.9832788,BOBCATXL,330.1382284,132,132,31.20676586,p5c
167,BOBCATXL,-369.363759,NINEF,316.3523673,234,234,33.02645328,p5c
218,ASEA,-369.7266478,JACKAL,327.0538409,148,148,32.61870397,p5c
23,ASEA,-371.3379492,BISON,321.4782393,202,207,30.80827313,p5c
159,ASEA,-371.1624426,DOMINATOR,325.7467194,144,160,31.00546431,p5c
255,BOBCATXL,-370.4790346,BOBCATXL,312.0495129,193,194,31.77332218,p5c
164,JACKAL,-371.4855202,BISON,321.137999,36,36,30.64247022,p5c
24,ASEA,-369.4791475,ORACLE,322.1285857,56,56,32.89679985,p5c
25,ASEA,-371.4444768,PATRIOT,324.5585781,0,0,30.68858435,p5c
200,ORACLE,-371.9948499,PATRIOT,325.2301337,82,95,30.0702219,p5c
144,NINEF,-369.7161672,BOBCATXL,322.5077737,70,72,32.63048006,p5c
134,ASEA,-371.085331,BOBCATXL,320.0801489,255,255,31.09210372,p5c
255,BUFFALO,-370.8978903,DOMINATOR,312.6203676,72,72,31.3027055,p5c
208,ASEA,-371.3302156,ASEA,313.9982372,82,82,30.8169623,p5c
194,BLISTA,-372.0030243,GRANGER,314.7001806,183,183,30.06103782,p5c
161,BLISTA,-371.7665967,ASEA,327.4697927,201,109,30.32667031,p5c
233,DOMINATOR,-370.4077989,BOBCATXL,315.3940261,36,36,31.85336173,p5c
231,BISON,-371.121897,PATRIOT,327.0459206,126,151,31.05101959,p5c
210,ASEA,-370.4243539,ORACLE,329.1318799,167,167,31.83476069,p5c
171,BISON,-370.0029013,BISON,322.5302804,253,253,32.30830309,p5c
119,NINEF,-370.3130422,DOMINATOR,316.0053526,47,111,31.9598294,p5c
66,DOMINATOR,-370.3682731,BLISTA,318.5056966,165,139,31.89777241,p5c
212,PRANGER,-370.4291946,PRANGER,330.9345816,149,149,31.82932168,p5c
209,BISON,-370.8160867,BOBCATXL,327.7574175,197,197,31.39461764,p5c
94,GRANGER,-371.3688399,PRANGER,316.2817909,91,91,30.77356596,p5c
58,JACKAL,-370.30952,BISON,314.9703794,94,94,31.96378695,p5c
255,JACKAL,-369.8071318,ORACLE,319.2290963,64,64,32.52827111,p5c
161,NINEF,-370.2082424,GRANGER,323.4586095,159,121,32.07758181,p5c
255,GRANGER,-370.7993863,BALLER,328.1025256,218,218,31.41338173,p5c
213,BUFFALO,-371.9891971,BUFFALO,321.289124,231,231,30.07657293,p5c
29,BALLER,-371.2750607,BLISTA,315.4366955,224,224,30.87893169,p5c
186,GRANGER,-370.5142029,DOMINATOR,325.0326147,74,74,31.73380758,p5c
98,NINEF,-370.0809048,GRANGER,318.7041228,170,170,32.22065815,p5c
81,DOMINATOR,-371.3411799,GRANGER,325.648158,217,220,30.80464336,p5c
133,PATRIOT,-370.8617488,ORACLE,318.5978268,255,255,31.34331293,p5c
142,BLISTA,-371.4426187,PATRIOT,316.7115213,255,255,30.69067201,p5c
77,BLISTA,-370.3130631,BALLER,318.6081136,167,181,31.95980593,p5c
116,BLISTA,-371.1075459,BOBCATXL,325.1466906,255,255,31.06714399,p5c
140,BUFFALO,-370.8713926,ASEA,315.906162,69,73,31.33247745,p5c
78,BOBCATXL,-369.9783688,BALLER,328.7648261,242,242,32.33586786,p5c
83,PATRIOT,-369.7949481,PRANGER,314.1297869,255,255,32.54196091,p5c
255,JACKAL,-371.4512655,BLISTA,314.0351446,103,164,30.68095688,p5c
255,BLISTA,-371.824122,BUFFALO,325.0754851,40,40,30.26203891,p5c
244,PATRIOT,-371.6832286,BISON,323.8908764,252,252,30.42033708,p5c
27,ASEA,-369.7622754,ORACLE,324.6531766,19,19,32.57867234,p5c
123,BISON,-369.2544646,GRANGER,324.5713457,155,158,33.14925962,p5c
101,JACKAL,-371.532029,NINEF,314.4526389,2,2,30.59021566,p5c
232,ASEA,-370.2367603,BOBCATXL,316.4563386,107,107,32.0455392,p5c
103,BLISTA,-370.5009132,NINEF,313.7697611,170,170,31.74873974,p5c
98,ASEA,-370.7572702,NINEF,315.6620599,241,241,31.46070221,p5c
141,NINEF,-371.4573001,BOBCATXL,312.3604876,62,62,30.67417673,p5c
110,PATRIOT,-371.5280176,GRANGER,330.565869,201,214,30.59472259,p5c
108,JACKAL,-370.3471349,ORACLE,324.5580048,250,250,31.92152314,p5c
32,ASEA,-371.3364402,BALLER,324.1446455,221,221,30.8099686,p5c
216,ASEA,-369.8215509,BOBCATXL,328.1505587,141,142,32.51206965,p5c
25,BALLER,-371.1293652,ASEA,319.3468055,232,234,31.04262871,p5c
63,DOMINATOR,-369.3823512,BOBCATXL,326.0632979,70,202,33.0055625,p5c
37,PATRIOT,-371.7269492,BISON,315.9951334,229,229,30.37121553,p5c
149,PATRIOT,-371.0441011,PRANGER,322.7561139,144,172,31.13842808,p5c
222,DOMINATOR,-371.4548091,BALLER,330.5703428,129,129,30.67697554,p5c
38,BISON,-370.0160368,PATRIOT,328.4020024,113,113,32.293544,p5c
108,BISON,-371.7015991,BOBCATXL,314.8161087,185,185,30.39969716,p5c
161,BALLER,-370.8265416,GRANGER,322.1175154,122,222,31.38287078,p5c
186,GRANGER,-370.6269538,PATRIOT,313.1600132,73,73,31.60712278,p5c
255,NINEF,-370.277372,ASEA,312.8971259,68,123,31.99990818,p5c
255,BALLER,-370.4093259,NINEF,311.3785431,117,166,31.85164591,p5c
155,JACKAL,-370.1559123,ORACLE,320.3342982,182,200,32.13637977,p5c
190,BLISTA,-370.8014126,BUFFALO,321.2010982,77,161,31.41110503,p5c
48,BUFFALO,-370.389103,ASEA,324.4402249,180,180,31.87436824,p5c
163,JACKAL,-369.3006674,BUFFALO,329.6957976,51,51,33.09734471,p5c
70,NINEF,-371.7243721,BISON,319.7947045,178,195,30.37411093,p5c
148,DOMINATOR,-371.935592,ORACLE,319.1806413,35,37,30.13679942,p5c
54,PRANGER,-369.7465568,PATRIOT,329.9268507,189,189,32.59633392,p5c
255,ASEA,-370.8343586,BOBCATXL,321.0425225,10,10,31.37408785,p5c
178,BUFFALO,-371.5686745,BISON,328.0806664,251,251,30.54904289,p5c
179,PATRIOT,-371.2580724,ASEA,319.0230924,245,245,30.89801893,p5c
159,BUFFALO,-369.9987534,BOBCATXL,324.2586589,143,143,32.31296362,p5c
189,BLISTA,-371.0763388,BOBCATXL,324.8168961,146,68,31.10220702,p5c
106,PATRIOT,-370.3679977,BALLER,322.1687336,59,59,31.89808193,p5c
75,ORACLE,-370.5719623,BALLER,330.8520787,160,86,31.66891008,p5c
99,DOMINATOR,-369.6010656,NINEF,315.9406583,168,168,32.75981015,p5c
65,ASEA,-371.6395776,PRANGER,318.4904962,90,90,30.46938059,p5c
215,BLISTA,-371.5085702,ASEA,330.1006159,123,213,30.61657256,p5c
194,JACKAL,-370.8320896,NINEF,325.6592165,255,255,31.37663715,p5c
183,DOMINATOR,-370.0472949,BUFFALO,313.0406313,255,255,32.25842228,p5c
100,BLISTA,-371.0560325,BISON,316.8788702,89,89,31.12502241,p5c
202,BLISTA,-372.0100229,GRANGER,329.0385068,59,65,30.05317478,p5c
255,ASEA,-371.5263801,PATRIOT,324.5364201,188,188,30.59656245,p5c
217,NINEF,-370.2045994,ASEA,317.6444907,54,57,32.08167509,p5c
206,ORACLE,-370.5514499,PATRIOT,315.4493443,88,88,31.69195756,p5c
161,ASEA,-369.9626513,ORACLE,330.3619994,230,230,32.35352816,p5c
243,NINEF,-370.9338655,NINEF,327.1451739,96,118,31.26228497,p5c
148,NINEF,-371.328374,ORACLE,315.3930802,146,173,30.81903137,p5c
34,ORACLE,-371.7068212,GRANGER,312.9767334,144,144,30.39383002,p5c
25,ASEA,-371.1831046,BISON,318.3607276,169,174,30.98224939,p5c
218,BALLER,-370.5948604,DOMINATOR,311.7438584,191,191,31.64318221,p5c
194,NINEF,-369.7706211,PRANGER,317.7592974,107,138,32.56929497,p5c
40,PATRIOT,-371.1984712,BALLER,322.9173149,227,229,30.96498415,p5c
174,BALLER,-370.472747,ORACLE,325.6322978,245,245,31.78038679,p5c
125,BUFFALO,-369.7987419,BALLER,311.4674344,248,248,32.53769808,p5c
255,NINEF,-371.7331066,BUFFALO,325.8655,79,79,30.3642975,p5c
165,PATRIOT,-370.1836707,BISON,328.7184671,77,77,32.1051905,p5c
76,JACKAL,-370.718732,ORACLE,319.2946,161,135,31.50400286,p5c
186,NINEF,-371.9916838,BALLER,329.3369493,255,255,30.07377904,p5c
187,ASEA,-371.7937322,JACKAL,325.1174608,137,137,30.29618276,p5c
228,PRANGER,-370.7090951,BUFFALO,314.3150743,74,74,31.51483063,p5c
182,BLISTA,-369.8833691,BOBCATXL,317.4821713,144,155,32.44261017,p5c
179,PATRIOT,-371.1511907,JACKAL,323.8082544,111,111,31.01810641,p5c
42,BISON,-369.9224604,JACKAL,322.9437067,255,255,32.39868684,p5c
221,ASEA,-370.3636622,BALLER,313.2560142,112,64,31.90295323,p5c
255,BOBCATXL,-371.1106335,BALLER,313.8276022,96,130,31.06367486,p5c
255,DOMINATOR,-369.778861,GRANGER,314.3710999,236,237,32.56003653,p5c
167,BLISTA,-370.7144851,JACKAL,329.9297509,164,164,31.50877451,p5c
190,NINEF,-371.9046867,BISON,320.0534263,58,58,30.17152236,p5c
219,DOMINATOR,-371.1601498,JACKAL,329.0664831,136,148,31.00804038,p5c
166,BOBCATXL,-370.0619225,BISON,320.393738,56,56,32.24198665,p5c
93,BUFFALO,-370.349646,ASEA,317.9414973,208,208,31.91870165,p5c
241,GRANGER,-369.4657343,BLISTA,319.945941,97,97,32.91187121,p5c
244,BISON,-371.8673308,NINEF,323.9088691,242,242,30.21349267,p5c
178,DOMINATOR,-370.7288607,GRANGER,316.4088451,159,161,31.49262243,p5c
209,BALLER,-370.4981864,PATRIOT,316.9350984,120,170,31.75180351,p5c
144,ASEA,-370.095192,BALLER,312.3209585,57,57,32.20460499,p5c
255,JACKAL,-371.5559287,NINEF,314.4951467,115,113,30.56336336,p5c
25,ORACLE,-371.5752207,PATRIOT,326.8500463,201,207,30.54168802,p5c
143,DOMINATOR,-370.9166859,BLISTA,326.6350415,189,189,31.28158741,p5c
217,ASEA,-371.1113282,BISON,318.7628405,113,113,31.0628943,p5c
114,BUFFALO,-371.6125089,NINEF,324.378713,237,237,30.49979328,p5c
193,BISON,-371.3612537,PRANGER,327.3308076,169,169,30.78208946,p5c
50,ASEA,-371.1254403,ORACLE,321.0186525,253,253,31.04703853,p5c
255,BLISTA,-371.6032285,ASEA,330.7388966,222,222,30.51022011,p5c
59,BUFFALO,-370.9717633,PRANGER,323.7895657,10,10,31.2197042,p5c
158,DOMINATOR,-370.2591609,GRANGER,325.2886294,110,112,32.02037007,p5c
143,ORACLE,-370.5170035,GRANGER,316.216106,215,215,31.73066085,p5c
242,BUFFALO,-369.4379256,BUFFALO,329.6302768,32,32,32.94311776,p5c
255,NINEF,-371.7477685,BOBCATXL,318.8008484,138,166,30.34782433,p5c
211,DOMINATOR,-371.0103157,ASEA,313.9325512,143,191,31.17638814,p5c
141,JACKAL,-371.49466,GRANGER,327.1519467,46,46,30.6322013,p5c
154,NINEF,-371.1867909,GRANGER,325.4158345,48,48,30.97810758,p5c
190,ORACLE,-370.5671775,BOBCATXL,313.4077539,255,255,31.67428621,p5c
108,BALLER,-371.4289325,JACKAL,327.7677909,255,255,30.70604904,p5c
59,NINEF,-371.1623737,BUFFALO,325.8939659,200,207,31.00554174,p5c
237,PATRIOT,-370.9460337,PATRIOT,320.3619638,189,189,31.24861319,p5c
167,DOMINATOR,-371.9092607,GRANGER,325.7786734,238,238,30.16638326,p5c
253,NINEF,-370.9616154,NINEF,326.1894411,217,217,31.23110603,p5c
0,ASEA,-371.0141811,DOMINATOR,328.675515,93,93,31.17204513,p5c
182,ORACLE,-371.876265,BOBCATXL,327.3419002,255,255,30.20345486,p5c
144,BOBCATXL,-371.458363,BOBCATXL,326.0884189,223,223,30.67298255,p5c
181,BALLER,-370.5370714,DOMINATOR,329.0222863,255,255,31.70811294,p5c
165,DOMINATOR,-371.5789195,BISON,321.1452343,235,235,30.53753221,p5c
102,DOMINATOR,-369.5796634,BALLER,329.9420755,200,200,32.78385802,p5c
186,ASEA,-371.8172989,GRANGER,320.6815906,81,81,30.26970486,p5c
187,NINEF,-370.127567,BISON,326.885642,101,145,32.16822851,p5c
227,DOMINATOR,-369.9772674,PATRIOT,312.4629038,53,53,32.33710535,p5c
255,DOMINATOR,-371.2453428,ASEA,330.7594076,197,197,30.91232125,p5c
223,ASEA,-371.137472,BALLER,318.0311242,220,220,31.03352022,p5c
199,BUFFALO,-369.8814469,PATRIOT,322.1856568,219,220,32.44476993,p5c
41,GRANGER,-371.9461923,ASEA,324.612833,181,181,30.12488976,p5c
51,PRANGER,-370.5007466,PRANGER,322.9062088,119,119,31.74892688,p5c
168,BLISTA,-370.7033285,ORACLE,331.307358,44,44,31.52130985,p5c
187,ASEA,-369.9548984,GRANGER,318.7026751,102,102,32.36223936,p5c
57,ASEA,-371.6924414,PATRIOT,314.1877859,239,239,30.40998616,p5c
220,ASEA,-371.1525757,BALLER,327.9477406,114,114,31.01655027,p5c
223,BISON,-370.1545306,PATRIOT,316.1380044,161,163,32.13793221,p5c
255,BUFFALO,-370.1457925,BUFFALO,315.6552687,165,165,32.14775029,p5c
172,NINEF,-370.9625372,BLISTA,325.9446401,66,66,31.2300704,p5c
99,NINEF,-370.3535864,BOBCATXL,318.2873678,224,224,31.91427422,p5c
49,NINEF,-370.4869579,DOMINATOR,320.2122691,98,98,31.76441967,p5c
48,BLISTA,-370.9909727,BUFFALO,321.009394,137,64,31.19812124,p5c
238,BUFFALO,-369.6718278,DOMINATOR,330.7611286,152,123,32.68030051,p5c
159,BUFFALO,-370.265869,BUFFALO,313.8945462,235,235,32.01283287,p5c
140,ASEA,-370.2048828,DOMINATOR,329.5335016,227,227,32.08135666,p5c
255,ORACLE,-371.7456018,NINEF,327.0173809,69,73,30.3502587,p5c
248,BALLER,-371.9017575,NINEF,329.5173235,64,64,30.17481331,p5c
255,NINEF,-370.9733885,BOBCATXL,321.1255417,29,40,31.21787818,p5c
